Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,Satisfaction
Male,Loyal Customer,12,Personal Travel,Eco,2085,2,3,2,3,5,2,5,5,1,2,2,5,3,5,67.0,59.0,neutral or dissatisfied
Female,Loyal Customer,9,Personal Travel,Eco Plus,2121,4,4,4,3,5,3,5,4,4,4,4,5,4,5,0.0,0.0,satisfied
Male,disloyal Customer,41,Business travel,Eco,2062,2,3,2,4,5,2,5,5,4,3,3,1,4,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,64,Personal Travel,Eco,1769,2,3,1,3,1,1,1,1,1,1,4,3,4,1,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,31,Personal Travel,Eco,2267,4,4,4,4,4,4,4,4,2,3,4,4,3,4,14.0,0.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Eco,478,3,5,5,5,1,3,3,3,3,3,3,4,3,1,41.0,72.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Business,4393,3,2,2,2,3,3,3,3,1,4,2,4,3,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Business,1268,1,1,1,1,3,5,4,5,5,5,5,4,5,4,50.0,29.0,satisfied
Male,disloyal Customer,26,Business travel,Business,1655,4,3,3,3,5,3,5,5,4,4,5,3,4,5,0.0,21.0,satisfied
Female,Loyal Customer,36,Business travel,Eco Plus,2645,1,4,4,4,1,1,1,1,1,2,4,3,3,1,3.0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Personal Travel,Eco,430,5,1,5,1,3,5,3,3,3,2,2,4,2,3,10.0,0.0,satisfied
Female,Loyal Customer,66,Personal Travel,Eco,445,2,2,5,2,5,5,5,5,1,1,4,3,4,5,0.0,0.0,satisfied
Female,Loyal Customer,52,Business travel,Business,2056,1,1,1,1,5,3,5,4,4,4,4,3,4,4,0.0,28.0,satisfied
Male,Loyal Customer,45,Business travel,Business,3977,3,3,4,3,2,4,5,4,4,4,4,3,4,4,1.0,0.0,satisfied
Male,Loyal Customer,25,Business travel,Business,2121,4,3,3,3,4,4,4,4,3,2,4,2,3,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,660,5,5,5,5,4,4,4,3,3,3,3,5,3,4,0.0,0.0,satisfied
Female,Loyal Customer,32,Personal Travel,Eco,1756,1,1,1,1,4,4,4,4,2,5,4,4,3,4,13.0,8.0,satisfied
Male,Loyal Customer,14,Personal Travel,Business,1712,3,5,3,1,5,3,5,5,4,5,4,3,4,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Personal Travel,Eco,2582,2,5,1,4,5,1,5,5,5,2,5,4,5,5,2.0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,3555,1,1,3,1,2,4,3,4,4,4,4,1,4,3,0.0,0.0,satisfied
Male,Loyal Customer,54,Business travel,Business,483,2,2,2,2,3,4,5,4,4,4,4,5,4,5,11.0,11.0,satisfied
Male,Loyal Customer,48,Business travel,Business,3634,3,1,1,1,1,4,3,3,3,3,3,3,3,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,4021,3,2,2,2,2,4,4,3,3,3,3,3,3,3,121.0,108.0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Eco Plus,1449,2,4,4,4,2,3,2,2,3,3,3,1,4,2,61.0,55.0,neutral or dissatisfied
Male,Loyal Customer,14,Personal Travel,Eco,2102,4,3,4,4,3,4,3,3,1,4,4,3,3,3,8.0,2.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Eco,517,2,3,4,4,2,2,2,2,2,2,2,2,2,2,80.0,77.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Business,2191,3,4,3,1,5,3,3,5,4,3,4,4,4,5,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Personal Travel,Eco,94,4,2,4,2,5,4,1,5,2,5,2,4,3,5,45.0,29.0,satisfied
Female,Loyal Customer,26,Business travel,Eco,1457,2,1,3,1,2,2,1,2,1,3,3,4,4,2,26.0,35.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,1116,1,0,0,4,5,3,4,1,1,0,1,3,1,2,31.0,45.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Business,1730,4,4,4,2,1,4,1,1,5,5,5,5,4,1,0.0,0.0,satisfied
Male,Loyal Customer,33,Business travel,Business,1649,3,3,3,3,5,5,5,5,4,4,4,3,5,5,3.0,0.0,satisfied
Female,Loyal Customer,60,Business travel,Business,2158,0,0,0,1,2,4,1,2,2,4,4,2,2,5,0.0,0.0,satisfied
Female,Loyal Customer,40,Business travel,Eco,2232,2,1,1,1,2,2,2,2,3,3,4,2,4,2,0.0,8.0,satisfied
Female,Loyal Customer,28,Personal Travel,Eco,1280,1,1,2,1,3,4,5,4,4,4,4,4,4,4,0.0,0.0,satisfied
Male,Loyal Customer,51,Personal Travel,Eco,1093,3,4,3,2,1,3,1,1,1,5,3,1,5,1,12.0,10.0,neutral or dissatisfied
Male,disloyal Customer,24,Business travel,Business,1439,4,4,4,3,3,4,3,3,5,5,5,5,4,3,0.0,9.0,satisfied
Male,Loyal Customer,57,Business travel,Eco,1170,5,5,5,5,5,5,5,5,1,4,1,5,4,5,0.0,1.0,satisfied
Male,Loyal Customer,31,Business travel,Business,4974,2,4,4,4,2,2,2,2,1,1,3,3,3,2,44.0,30.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,623,1,1,1,1,4,5,5,2,2,2,2,1,2,5,0.0,4.0,satisfied
Male,Loyal Customer,49,Business travel,Business,2868,5,5,5,5,4,4,4,2,2,2,2,3,2,4,0.0,0.0,satisfied
Male,Loyal Customer,49,Business travel,Business,1342,1,2,1,1,4,5,5,4,4,4,4,3,4,3,0.0,0.0,satisfied
Female,Loyal Customer,85,Business travel,Business,2052,2,3,3,3,4,2,4,3,5,4,4,4,1,4,17.0,11.0,neutral or dissatisfied
Male,Loyal Customer,50,Personal Travel,Business,82,4,4,0,1,2,5,5,4,4,0,4,5,4,3,23.0,14.0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Business,1173,5,3,5,1,3,3,3,3,3,3,4,4,4,3,0.0,7.0,satisfied
Female,Loyal Customer,57,Business travel,Business,363,0,0,0,4,3,4,5,3,3,2,2,5,3,5,11.0,16.0,satisfied
Female,disloyal Customer,28,Business travel,Eco,2364,3,3,3,4,5,3,4,5,3,3,3,3,4,5,29.0,61.0,neutral or dissatisfied
Male,disloyal Customer,11,Business travel,Eco,2507,2,1,2,3,5,2,5,5,3,4,4,2,4,5,2.0,9.0,neutral or dissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,1857,3,3,3,3,2,5,5,4,4,4,4,4,4,5,22.0,7.0,satisfied
Female,Loyal Customer,26,Personal Travel,Business,1223,1,1,1,1,4,3,5,5,5,4,5,5,5,5,0.0,0.0,satisfied
Female,Loyal Customer,44,Business travel,Eco,545,4,5,5,5,1,3,5,4,4,4,4,1,4,2,71.0,55.0,satisfied
Female,Loyal Customer,30,Business travel,Eco Plus,2826,4,2,4,2,4,4,4,4,1,2,4,4,4,4,20.0,16.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Business,1928,5,3,5,4,1,5,1,1,5,3,5,5,5,1,86.0,84.0,satisfied
Female,Loyal Customer,16,Business travel,Business,2164,2,3,3,3,2,1,2,2,4,2,3,3,3,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,63,Business travel,Eco,345,4,3,5,3,2,3,2,4,4,4,4,1,4,3,0.0,0.0,satisfied
Female,disloyal Customer,34,Business travel,Eco,2041,4,0,4,1,1,4,1,1,2,2,5,4,1,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,28,Personal Travel,Eco,2399,4,2,4,3,5,4,5,5,2,5,3,3,3,5,0.0,0.0,satisfied
Female,Loyal Customer,12,Personal Travel,Eco,1870,4,2,4,3,4,4,4,4,3,1,3,4,4,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,23,Business travel,Eco,2510,1,3,3,3,1,1,2,1,2,5,4,3,3,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,34,Business travel,Eco Plus,1345,4,4,4,4,4,4,4,4,1,1,1,3,3,4,81.0,98.0,satisfied
Male,Loyal Customer,46,Personal Travel,Eco,3544,4,0,4,2,2,4,2,2,4,3,5,3,4,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,33,Business travel,Eco,1016,4,5,4,5,4,4,4,4,2,1,1,2,2,4,31.0,27.0,satisfied
Male,Loyal Customer,28,Personal Travel,Eco,2600,3,4,3,3,3,3,5,3,3,2,4,4,4,3,28.0,25.0,neutral or dissatisfied
Male,disloyal Customer,14,Business travel,Eco,1582,3,0,4,3,2,4,2,2,4,2,5,5,1,2,0.0,2.0,neutral or dissatisfied
Female,Loyal Customer,66,Personal Travel,Business,305,4,4,4,4,4,4,4,4,5,2,5,3,4,4,10.0,7.0,satisfied
Female,Loyal Customer,55,Personal Travel,Eco,955,3,3,3,3,3,4,5,4,4,4,4,3,4,3,0.0,0.0,satisfied
Male,Loyal Customer,56,Business travel,Eco,2449,2,3,3,3,2,2,2,2,3,3,3,1,3,2,1.0,0.0,neutral or dissatisfied
Female,Loyal Customer,24,Personal Travel,Eco,2627,2,2,2,2,5,5,5,5,3,4,4,5,4,5,0.0,4.0,satisfied
Male,Loyal Customer,40,Business travel,Business,2408,5,5,5,5,2,5,5,3,3,3,3,4,3,3,32.0,11.0,satisfied
Female,Loyal Customer,32,Personal Travel,Eco,1901,2,2,2,2,5,4,5,4,4,4,4,3,4,5,26.0,40.0,satisfied
Female,Loyal Customer,34,Personal Travel,Eco,1620,4,4,4,4,5,4,5,5,1,4,5,5,4,5,13.0,26.0,satisfied
Male,Loyal Customer,49,Business travel,Business,609,2,2,2,2,2,5,4,4,4,4,4,4,4,4,0.0,0.0,satisfied
Female,Loyal Customer,12,Personal Travel,Eco,1335,4,4,4,3,4,4,4,4,3,3,3,2,4,4,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,1321,2,4,2,5,5,2,5,5,3,3,2,4,3,5,1.0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Eco,3210,4,5,5,5,4,4,4,4,1,3,3,3,4,4,5.0,1.0,neutral or dissatisfied
Female,disloyal Customer,15,Business travel,Eco,1457,3,1,3,4,4,3,4,4,2,4,3,1,4,4,62.0,61.0,neutral or dissatisfied
Male,Loyal Customer,23,Personal Travel,Eco,4272,1,3,0,4,3,0,1,3,3,1,3,2,4,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,49,Personal Travel,Eco,439,4,1,4,4,3,3,4,3,3,4,3,4,3,1,5.0,0.0,neutral or dissatisfied
Female,Loyal Customer,35,Business travel,Business,3543,1,5,5,5,1,3,3,1,1,1,1,2,1,1,0.0,6.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,781,3,3,3,3,5,4,5,3,3,4,3,3,3,3,3.0,16.0,satisfied
Male,Loyal Customer,21,Personal Travel,Eco,2241,3,2,3,3,3,3,3,3,4,2,4,3,4,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,704,4,4,4,4,1,2,5,4,4,4,4,2,4,5,0.0,0.0,satisfied
Male,Loyal Customer,47,Business travel,Business,2661,3,3,3,3,5,3,3,4,2,4,1,3,4,3,6.0,4.0,satisfied
Male,Loyal Customer,13,Personal Travel,Eco,2510,0,4,0,2,5,0,5,5,3,4,4,3,4,5,0.0,0.0,satisfied
Male,Loyal Customer,33,Business travel,Business,2971,4,1,4,1,4,4,4,4,2,5,4,4,4,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,57,Business travel,Business,290,1,1,1,1,2,5,2,5,5,5,5,4,5,4,0.0,0.0,satisfied
Female,Loyal Customer,36,Personal Travel,Eco,1498,3,3,3,3,2,4,5,3,3,4,3,5,3,3,0.0,0.0,satisfied
Male,Loyal Customer,18,Business travel,Business,3179,4,4,4,4,4,4,4,4,3,5,4,4,3,4,64.0,36.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,729,4,4,4,4,4,5,4,5,5,5,5,3,5,4,0.0,6.0,satisfied
Female,Loyal Customer,60,Business travel,Business,1568,5,5,5,5,3,4,5,5,5,5,5,5,5,3,4.0,0.0,satisfied
Female,Loyal Customer,44,Business travel,Business,2762,0,5,0,2,3,4,5,5,5,5,5,4,5,3,0.0,12.0,satisfied
Female,Loyal Customer,22,Business travel,Eco Plus,1949,3,2,2,2,3,2,1,3,2,1,4,1,3,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,12,Personal Travel,Eco,2464,4,5,3,1,1,3,1,1,3,1,5,2,1,1,4.0,27.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,2146,5,4,5,5,5,5,4,3,3,4,3,4,3,3,3.0,0.0,satisfied
Female,Loyal Customer,14,Personal Travel,Eco,1982,3,3,3,3,2,5,5,5,5,5,5,3,5,4,14.0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Business,981,1,2,1,1,2,4,5,4,4,4,4,3,4,4,0.0,0.0,satisfied
Male,Loyal Customer,51,Business travel,Business,1745,5,5,5,5,4,5,4,5,5,5,5,3,5,3,0.0,0.0,satisfied
Male,Loyal Customer,44,Business travel,Business,3888,2,2,2,2,4,5,4,4,4,4,4,4,4,3,0.0,0.0,satisfied
Male,disloyal Customer,27,Business travel,Business,2007,2,3,3,4,1,3,1,1,5,5,4,4,4,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,8,Personal Travel,Eco,2952,4,3,4,3,5,4,5,5,3,2,2,3,2,5,1.0,0.0,satisfied
Female,Loyal Customer,51,Personal Travel,Eco Plus,702,2,2,2,2,5,5,4,4,4,4,4,4,4,5,0.0,0.0,satisfied
Female,Loyal Customer,43,Business travel,Business,226,3,3,4,3,3,2,3,4,4,4,4,4,4,4,0.0,0.0,satisfied
Male,Loyal Customer,28,Business travel,Business,1353,5,5,5,5,5,5,5,5,5,3,4,4,4,5,52.0,48.0,satisfied
Male,Loyal Customer,26,Business travel,Business,2965,3,2,2,2,3,3,3,3,4,4,4,2,4,3,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,29,Business travel,Business,4013,4,4,4,4,4,4,4,2,2,2,4,4,1,4,8.0,0.0,neutral or dissatisfied
Female,Loyal Customer,27,Personal Travel,Business,1902,2,2,2,2,4,5,5,4,4,4,4,3,4,5,0.0,0.0,satisfied
Male,Loyal Customer,59,Business travel,Business,3347,2,2,2,2,5,5,4,3,3,3,3,5,3,3,0.0,3.0,satisfied
Female,Loyal Customer,57,Business travel,Business,1646,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0.0,0.0,satisfied
Female,Loyal Customer,53,Business travel,Eco,344,5,3,1,1,5,4,1,5,5,5,5,1,5,4,24.0,53.0,satisfied
Female,Loyal Customer,53,Business travel,Business,519,1,1,3,1,5,5,5,4,4,4,4,3,4,5,0.0,0.0,satisfied
Female,disloyal Customer,39,Business travel,Business,2373,1,0,0,1,5,0,5,5,4,3,4,3,5,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,69,Personal Travel,Eco,1859,4,2,4,3,2,4,2,2,3,3,3,1,2,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,10,Personal Travel,Eco,1952,3,3,3,3,2,4,4,4,4,4,4,3,4,3,3.0,0.0,satisfied
Male,Loyal Customer,37,Business travel,Business,2605,2,2,2,2,2,4,4,4,4,4,4,4,4,4,6.0,5.0,satisfied
Female,Loyal Customer,28,Business travel,Business,2414,2,2,2,2,2,2,2,2,3,4,5,4,5,2,0.0,0.0,satisfied
Male,Loyal Customer,49,Business travel,Business,2413,3,4,4,4,5,3,2,3,3,3,3,2,3,2,46.0,57.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Business,3752,0,4,0,3,3,5,4,5,5,5,5,5,5,5,0.0,0.0,satisfied
Male,Loyal Customer,8,Personal Travel,Eco,2867,2,5,1,3,1,1,1,1,4,3,4,5,4,1,3.0,0.0,neutral or dissatisfied
Male,Loyal Customer,67,Personal Travel,Eco,919,3,2,3,4,2,3,5,2,4,1,3,4,4,2,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,16,Business travel,Eco,1360,0,0,0,3,3,0,3,3,4,4,1,4,1,3,0.0,0.0,satisfied
Male,Loyal Customer,11,Personal Travel,Eco,1561,2,3,2,1,5,2,5,5,4,2,4,4,2,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Eco,1856,4,5,5,5,4,4,4,4,1,1,3,1,5,4,9.0,0.0,satisfied
Male,Loyal Customer,47,Business travel,Eco,2211,4,2,2,2,4,4,4,4,2,1,3,3,2,4,0.0,0.0,satisfied
Female,Loyal Customer,22,Business travel,Business,4411,5,5,3,5,4,4,4,4,2,3,5,3,3,4,21.0,11.0,satisfied
Female,Loyal Customer,16,Personal Travel,Eco,2175,3,3,3,3,3,4,4,5,5,4,5,5,5,4,0.0,19.0,satisfied
Female,disloyal Customer,34,Business travel,Eco,1081,4,5,4,3,4,4,4,4,4,1,5,3,2,4,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,11,Business travel,Eco,1811,1,2,1,4,3,1,3,3,4,5,4,1,3,3,123.0,113.0,neutral or dissatisfied
Male,Loyal Customer,28,Personal Travel,Eco,1571,4,4,3,2,2,3,2,2,5,5,4,3,4,2,1.0,0.0,neutral or dissatisfied
Female,Loyal Customer,22,Business travel,Business,2627,5,5,5,5,4,4,4,4,3,4,5,3,4,4,3.0,0.0,satisfied
Male,Loyal Customer,25,Business travel,Eco Plus,2121,1,4,4,4,1,1,4,1,3,5,3,3,3,1,0.0,0.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Business,1309,1,0,1,2,5,1,5,5,4,3,5,5,4,5,66.0,49.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,3402,1,1,1,1,4,1,2,5,5,5,4,1,5,2,0.0,0.0,satisfied
Male,Loyal Customer,67,Personal Travel,Eco,1405,1,4,0,3,5,0,5,5,3,2,4,4,4,5,36.0,28.0,neutral or dissatisfied
Male,Loyal Customer,39,Business travel,Business,1613,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0.0,0.0,satisfied
Male,disloyal Customer,80,Business travel,Business,286,4,4,4,5,1,3,2,3,3,4,3,3,3,1,34.0,33.0,satisfied
Male,Loyal Customer,17,Personal Travel,Eco Plus,1458,4,4,4,1,2,4,2,2,5,3,4,5,5,2,62.0,110.0,neutral or dissatisfied
Female,Loyal Customer,55,Business travel,Business,1069,1,1,1,1,3,4,4,5,5,5,5,5,5,3,1.0,0.0,satisfied
Male,disloyal Customer,30,Business travel,Eco,2172,1,1,1,3,5,1,5,5,5,1,3,2,5,5,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,635,4,4,4,4,5,5,5,4,4,4,4,5,4,5,43.0,27.0,satisfied
Female,Loyal Customer,36,Business travel,Business,233,3,3,3,3,1,4,4,1,1,1,3,2,1,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Eco,2233,1,5,5,5,1,1,1,1,3,3,4,3,4,1,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,72,2,2,2,2,4,4,5,5,5,5,5,4,5,4,0.0,0.0,satisfied
Male,disloyal Customer,23,Business travel,Business,1949,4,5,4,4,5,4,5,5,4,4,5,5,4,5,6.0,0.0,satisfied
Female,Loyal Customer,57,Business travel,Business,2353,3,3,3,3,5,4,5,5,5,5,5,5,5,5,9.0,2.0,satisfied
Female,Loyal Customer,43,Business travel,Business,1950,1,1,1,1,5,1,5,5,5,5,5,2,5,3,0.0,1.0,satisfied
Male,Loyal Customer,40,Business travel,Business,657,1,3,3,3,4,3,3,1,1,1,1,1,1,1,8.0,7.0,neutral or dissatisfied
Female,Loyal Customer,64,Business travel,Eco,863,1,5,5,5,5,3,3,1,1,1,1,3,1,3,17.0,34.0,neutral or dissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,2685,4,4,4,4,3,4,4,4,4,4,4,5,4,5,60.0,67.0,satisfied
Female,Loyal Customer,60,Business travel,Eco Plus,395,5,5,4,5,5,3,3,5,5,5,5,1,5,5,38.0,31.0,satisfied
Female,Loyal Customer,31,Business travel,Business,4211,4,4,2,4,4,4,4,4,3,4,2,1,1,4,0.0,0.0,satisfied
Male,disloyal Customer,47,Business travel,Eco,1880,3,3,3,3,4,3,4,4,3,4,3,1,4,4,16.0,22.0,neutral or dissatisfied
Female,Loyal Customer,54,Personal Travel,Eco,66,2,2,4,2,2,5,5,5,5,4,5,4,5,5,2.0,0.0,satisfied
Male,Loyal Customer,55,Personal Travel,Eco,975,2,5,2,5,5,2,5,5,4,5,5,5,5,5,58.0,70.0,neutral or dissatisfied
Female,Loyal Customer,58,Business travel,Business,1779,2,2,2,2,3,3,4,5,5,5,5,4,5,5,0.0,0.0,satisfied
Female,Loyal Customer,42,Personal Travel,Eco,78,5,2,5,3,4,5,4,4,4,5,3,4,3,4,0.0,0.0,satisfied
Female,Loyal Customer,33,Business travel,Eco Plus,2116,2,1,1,1,2,2,2,2,3,3,3,2,3,2,0.0,0.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Eco,2217,3,3,3,4,4,3,4,4,2,3,4,4,3,4,114.0,99.0,neutral or dissatisfied
Male,Loyal Customer,24,Personal Travel,Eco,1763,2,3,0,1,3,0,3,3,3,1,1,3,2,3,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,45,Personal Travel,Eco Plus,266,5,5,5,5,4,5,4,4,3,4,4,5,4,4,86.0,76.0,satisfied
Male,disloyal Customer,12,Business travel,Business,1933,5,0,4,4,3,4,3,3,1,1,3,5,3,3,11.0,42.0,satisfied
Female,Loyal Customer,25,Business travel,Business,3911,5,5,5,5,5,4,5,5,3,5,5,4,4,5,0.0,0.0,satisfied
Female,Loyal Customer,53,Business travel,Eco,382,4,2,2,2,5,2,4,4,4,4,4,5,4,5,0.0,0.0,satisfied
Male,Loyal Customer,11,Personal Travel,Business,3940,3,5,2,1,2,2,2,2,3,5,4,3,4,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,3515,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0.0,0.0,satisfied
Male,Loyal Customer,20,Personal Travel,Eco,2504,5,2,5,3,1,2,1,1,1,4,4,2,4,1,0.0,0.0,satisfied
Female,Loyal Customer,22,Personal Travel,Eco,1625,3,5,3,4,3,3,3,3,5,4,5,5,4,3,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,2543,5,4,5,5,1,1,5,5,5,5,5,4,5,5,0.0,0.0,satisfied
Female,Loyal Customer,33,Business travel,Business,2886,3,4,4,4,3,3,4,3,3,3,3,1,3,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,3268,1,1,1,1,4,5,5,4,4,4,4,3,4,5,11.0,0.0,satisfied
Female,disloyal Customer,32,Business travel,Business,1639,1,1,1,4,1,1,1,1,4,3,5,5,5,1,8.0,0.0,neutral or dissatisfied
Female,disloyal Customer,24,Business travel,Eco,2057,4,0,4,2,4,4,4,4,3,3,1,3,2,4,12.0,2.0,satisfied
Male,Loyal Customer,22,Business travel,Business,4000,3,3,3,3,4,4,4,4,5,4,5,5,4,4,0.0,0.0,satisfied
Female,Loyal Customer,32,Business travel,Business,4059,3,3,3,3,3,3,3,3,4,4,5,4,4,3,0.0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Eco,1764,3,4,4,4,3,3,3,3,2,2,3,3,3,3,0.0,35.0,neutral or dissatisfied
Female,Loyal Customer,18,Personal Travel,Eco,2138,3,5,4,3,2,4,2,2,4,5,4,3,3,2,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,9,Personal Travel,Eco,2301,4,4,4,3,1,4,1,1,4,2,5,3,5,1,30.0,17.0,neutral or dissatisfied
Male,Loyal Customer,57,Business travel,Business,2039,3,3,3,3,3,3,5,4,4,4,4,4,4,5,0.0,0.0,satisfied
Female,Loyal Customer,52,Business travel,Business,385,3,2,2,2,4,4,4,3,3,3,3,4,3,4,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,73,Business travel,Eco,1179,5,4,4,4,4,2,3,5,5,5,5,5,5,2,0.0,0.0,satisfied
Female,Loyal Customer,56,Business travel,Business,2962,4,4,4,4,2,4,5,2,2,2,2,3,2,4,0.0,0.0,satisfied
Male,Loyal Customer,58,Business travel,Business,3593,0,5,0,1,4,5,4,4,4,4,4,5,4,4,0.0,0.0,satisfied
Female,Loyal Customer,31,Personal Travel,Eco,2248,3,5,3,5,4,3,3,4,4,2,4,3,5,4,0.0,0.0,neutral or dissatisfied
Male,Loyal Customer,29,Personal Travel,Eco Plus,3508,1,5,1,2,1,1,1,1,3,4,5,4,2,1,7.0,0.0,neutral or dissatisfied
Female,Loyal Customer,25,Business travel,Business,3176,2,2,2,2,2,2,2,2,1,1,2,1,3,2,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Eco,339,5,4,4,4,4,2,4,5,5,5,5,3,5,4,0.0,0.0,satisfied
Male,disloyal Customer,27,Business travel,Eco,1718,2,3,2,2,5,2,5,5,4,5,2,3,3,5,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,59,Business travel,Business,600,4,4,4,4,2,5,4,3,3,2,3,3,3,3,0.0,0.0,satisfied
Male,Loyal Customer,49,Business travel,Business,363,3,3,3,3,4,5,5,5,5,5,5,4,5,3,16.0,0.0,satisfied
Male,Loyal Customer,55,Business travel,Business,1610,1,1,4,1,2,4,4,5,5,5,5,5,5,4,0.0,0.0,satisfied
Male,Loyal Customer,54,Business travel,Eco,3940,4,3,3,3,4,4,4,4,2,4,5,1,1,4,0.0,0.0,satisfied
Female,Loyal Customer,69,Personal Travel,Business,734,5,5,5,5,4,5,4,4,4,4,4,5,4,5,0.0,0.0,satisfied
Male,disloyal Customer,25,Business travel,Business,1728,5,5,5,4,5,5,5,5,3,3,4,3,4,5,12.0,1.0,satisfied
Female,Loyal Customer,34,Personal Travel,Eco,1541,5,4,4,4,2,5,4,5,5,5,5,4,5,5,0.0,5.0,satisfied
Female,Loyal Customer,54,Personal Travel,Eco,658,5,5,2,5,2,2,3,5,5,5,5,3,5,5,0.0,8.0,satisfied
Female,disloyal Customer,27,Business travel,Eco,1748,3,0,3,2,5,3,5,5,2,3,5,5,1,5,0.0,0.0,neutral or dissatisfied
Female,Loyal Customer,33,Business travel,Business,2383,3,3,3,3,3,4,5,5,5,5,5,3,5,3,0.0,0.0,satisfied
Female,Loyal Customer,66,Personal Travel,Eco,677,3,3,3,3,2,5,5,4,4,5,4,3,4,3,0.0,0.0,satisfied
Female,disloyal Customer,24,Business travel,Eco,1321,3,5,3,4,1,3,1,1,2,1,3,1,2,1,28.0,22.0,neutral or dissatisfied
Male,Loyal Customer,41,Business travel,Business,123,3,3,3,3,1,2,4,4,4,4,3,1,4,2,0.0,0.0,satisfied
Female,disloyal Customer,22,Business travel,Eco,1943,1,1,1,3,3,1,3,3,3,4,5,1,4,3,77.0,71.0,neutral or dissatisfied
Male,Loyal Customer,38,Business travel,Business,313,1,1,1,1,3,5,4,5,5,5,5,3,5,5,3.0,4.0,satisfied
